"","Indicator.Title","Observable.Type","Indicator.Types","TTP.Type","TTP.Name","Domain","URI","IP","File.Format","Indicator.Description","Observable.Description","TTP.Description","Received.Time","New_Received_Time","Year","Country","Month"
"251","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.injaus.com","http://www.injaus.com/wp-blog/inja.bin","","bin","This domain www.injaus.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.injaus.com].","Domain: www.injaus.com | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-21T15:07:42+00:00",2014-10-21 15:07:42,2014,"","Oct"
"254","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","31.192.210.86","","This IP address 31.192.210.86 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/31.192.210.86].","IPv4: 31.192.210.86 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"255","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.meekdeemansion.co.in","http://www.meekdeemansion.co.in/mike/30/config.bin","","bin","This domain www.meekdeemansion.co.in has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.meekdeemansion.co.in].","Domain: www.meekdeemansion.co.in | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-10T16:05:02+00:00",2014-11-10 16:05:02,2014,"","Nov"
"256","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","164.177.154.239","","This IP address 164.177.154.239 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/164.177.154.239].","IPv4: 164.177.154.239 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"277","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","usabyways.com","http://usabyways.com/.ik/config.bin","","bin","This domain usabyways.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=usabyways.com].","Domain: usabyways.com | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-31T14:50:30+00:00",2014-10-31 14:50:30,2014,"","Oct"
"311","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","37.187.19.61","","This IP address 37.187.19.61 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/37.187.19.61].","IPv4: 37.187.19.61 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"316","ZeuS","URI","Domain Watchlist-URL Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","sdcgl0bal.net","http://sdcgl0bal.net/xuxt/draft/xxzx.bin","","","This domain sdcgl0bal.net has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=sdcgl0bal.net].","URI: http://sdcgl0bal.net/xuxt/draft/xxzx.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-10T03:05:02+00:00",2014-11-10 03:05:02,2014,"","Nov"
"318","ZeuS","IP","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://104.192.103.29/val/helps/file.php","104.192.103.29","php","This IP address 104.192.103.29 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=104.192.103.29].","IPv4: 104.192.103.29 | isSource: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-03T17:53:33+00:00",2014-11-03 17:53:33,2014,"","Nov"
"326","ZeuS","URI","Domain Watchlist-URL Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.prepairweekend.nl","http://www.prepairweekend.nl/wp-admin/web/config.bin","","","This domain www.prepairweekend.nl has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.prepairweekend.nl].","URI: http://www.prepairweekend.nl/wp-admin/web/config.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-21T15:07:42+00:00",2014-10-21 15:07:42,2014,"","Oct"
"340","ZeuS","IP","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://108.61.205.68/sab/sab1/file.php","108.61.205.68","php","This IP address 108.61.205.68 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=108.61.205.68].","IPv4: 108.61.205.68 | isSource: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-21T15:07:42+00:00",2014-10-21 15:07:42,2014,"","Oct"
"346","ZeuS","URI","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","www.greenexpress.ge","http://www.greenexpress.ge/zeize/serverphp/config.bin","","bin","This domain www.greenexpress.ge has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=www.greenexpress.ge].","URI: http://www.greenexpress.ge/zeize/serverphp/config.bin | Type: URL | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-07T16:05:02+00:00",2014-11-07 16:05:02,2014,"","Nov"
"348","ZeuS","File","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","vezirogullariyapi.com.tr","http://vezirogullariyapi.com.tr/ven/cfg.bin","","bin","This domain vezirogullariyapi.com.tr has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=vezirogullariyapi.com.tr].","FileName: cfg.bin | FileHash: 7e4905d10e8b99fa921f0920839a0e39 | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-09-17T17:01:41+00:00",2014-09-17 17:01:41,2014,"","Sep"
"354","ZeuS","File","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","ilenas.co.uk","http://ilenas.co.uk/components/com_finder/views/x/adminpanel/modules/config.bin","","bin","This domain ilenas.co.uk has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=ilenas.co.uk].","FileName: config.bin | FileHash: c88918203ba7654045b7a2f2ec31a231 | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-31T16:44:24+00:00",2014-10-31 16:44:24,2014,"","Oct"
"357","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","passeportcom.fr","http://passeportcom.fr/SuiviSIO/dirrw/9vAI9JohexfKGAB/file.php","","php","This domain passeportcom.fr has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=passeportcom.fr].","Domain: passeportcom.fr | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-03T17:53:33+00:00",2014-11-03 17:53:33,2014,"","Nov"
"365","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","91.240.238.51","","This IP address 91.240.238.51 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/91.240.238.51].","IPv4: 91.240.238.51 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"367","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","kfglkldk.ru","http://kfglkldk.ru/coivze7aip/modules/config.bin","","bin","This domain kfglkldk.ru has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=kfglkldk.ru].","Domain: kfglkldk.ru | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-07T03:05:02+00:00",2014-11-07 03:05:02,2014,"","Nov"
"382","Feodo","Domain","Domain Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","updatecheck.co.ua","","","","This domain updatecheck.co.ua has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/updatecheck.co.ua].","Domain: updatecheck.co.ua | isFQDN: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"394","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","178.63.120.245","","This IP address 178.63.120.245 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/178.63.120.245].","IPv4: 178.63.120.245 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"399","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","sunninghillconsulting.co.za","http://sunninghillconsulting.co.za/adm/serverphp/config.bin","","bin","This domain sunninghillconsulting.co.za has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=sunninghillconsulting.co.za].","Domain: sunninghillconsulting.co.za | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-10T16:05:02+00:00",2014-11-10 16:05:02,2014,"","Nov"
"400","Feodo","Domain","Domain Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","deepandtouch.ru","","","","This domain deepandtouch.ru has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/deepandtouch.ru].","Domain: deepandtouch.ru | isFQDN: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"401","Feodo","Domain","Domain Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","onlyproxies.ru","","","","This domain onlyproxies.ru has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/onlyproxies.ru].","Domain: onlyproxies.ru | isFQDN: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"402","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","5.135.208.53","","This IP address 5.135.208.53 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/5.135.208.53].","IPv4: 5.135.208.53 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"407","Feodo","IP","IP Watchlist","Remote Access Trojan","Cridex-Bugat-Dridex","","","62.76.40.67","","This IP address 62.76.40.67 has been identified as malicious by feodotracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://feodotracker.abuse.ch/host/62.76.40.67].","IPv4: 62.76.40.67 | isSource: True | ","Feodo (also known as Cridex or Bugat) is a Trojan used to commit ebanking fraud and steal sensitive information from the victims computer, such as credit card details or credentials","2014-12-31T14:07:14+00:00",2014-12-31 14:07:14,2014,"","Dec"
"416","ZeuS","Domain","Domain Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","evp.qasidonline.com","http://evp.qasidonline.com/external/evpq.bin","","bin","This domain evp.qasidonline.com has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=evp.qasidonline.com].","Domain: evp.qasidonline.com | isFQDN: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-22T15:01:33+00:00",2014-10-22 15:01:33,2014,"","Oct"
"420","ZeuS","IP","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://104.192.103.5/doug/helps/file.php","104.192.103.5","php","This IP address 104.192.103.5 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=104.192.103.5].","IPv4: 104.192.103.5 | isSource: True | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-10-21T15:07:42+00:00",2014-10-21 15:07:42,2014,"","Oct"
"435","ZeuS","File","IP Watchlist-URL Watchlist-File Hash Watchlist","Remote Access Trojan","ZeuS-Zbot-Zeus","","http://116.193.77.118/~blueskys/htm/config.bin","116.193.77.118","bin","This IP address 116.193.77.118 has been identified as malicious by zeustracker.abuse.ch. For more detailed infomation about this indicator go to [CAUTION!!Read-URL-Before-Click] [https://zeustracker.abuse.ch/monitor.php?host=116.193.77.118].","FileName: config.bin | FileHash: 78d8ac4a71de9a7ed94151c8bc1fbaa9 | ","Zeus, ZeuS, or Zbot is Trojan horse computer malware effects Microsoft Windows operating system","2014-11-04T16:05:02+00:00",2014-11-04 16:05:02,2014,"","Nov"
